,Date,is_profitable,close-low,close-high,SMA-close,EMA-close,EMA_diff,SMA_diff,pos_emo,neg_emo,top_influencer_emotion
0,2017-01-01,PROFITABLE,39.63,-4.75,-55.27800000000013,-59.36013849362155,13.191141887471415,13.378999999999904,624.24,123.98,0
1,2017-01-02,PROFITABLE,25.049999999999955,-9.6400000000001,-68.72100000000012,-67.72920422205402,15.050934271567485,9.976999999999975,342.1,124.15,0
2,2017-01-03,PROFITABLE,22.239999999999892,-0.2400000000000091,-76.30899999999997,-73.48843981804418,16.330764404009756,14.502000000000066,301.48,63.28,0
3,2017-01-04,UNPROFITABLE,110.32999999999991,-4.690000000000055,-161.34399999999994,-150.85508712385445,33.52335269418984,25.85500000000013,338.52,87.8,0
4,2017-01-05,UNPROFITABLE,102.96000000000004,-177.7199999999999,-9.41700000000003,-7.776889464971873,1.72819765888255,10.576999999999884,469.63,229.44,0
5,2017-01-06,UNPROFITABLE,18.25999999999999,-144.6099999999999,98.663,84.60254498320478,-18.800565551823297,-3.099999999999909,431.62,133.88,0
6,2017-01-07,UNPROFITABLE,85.03000000000009,0.0,85.53999999999985,63.99208225898576,-14.220462724219033,-6.733000000000175,481.16,105.27,0
7,2017-01-08,UNPROFITABLE,23.950000000000045,-31.519999999999985,76.69999999999993,50.22170366644286,-11.160378592542884,-6.2299999999999045,141.93,60.07,0
8,2017-01-09,UNPROFITABLE,23.020000000000092,-10.860000000000014,79.22899999999993,47.938666636180415,-10.653037030262452,-5.841000000000008,380.41,104.61,0
9,2017-01-10,UNPROFITABLE,6.6200000000000045,-7.190000000000055,68.77300000000014,35.25436361142033,-7.834303024760175,-5.605999999999881,528.12,83.78,0
10,2017-01-11,PROFITABLE,14.990000000000007,-141.69000000000003,176.63600000000008,135.14266113661654,-30.03170247480375,-22.057000000000016,702.5799999999999,227.33,0
11,2017-01-12,PROFITABLE,49.07000000000005,-21.41999999999996,127.87400000000002,88.42308638450436,-19.64957475211213,-21.692000000000007,524.01,120.8,0
12,2017-01-13,UNPROFITABLE,43.98000000000002,-5.019999999999982,86.73800000000006,56.67797976913994,-12.595106615364443,-21.98599999999999,384.38,83.92999999999999,0
13,2017-01-14,UNPROFITABLE,5.949999999999932,-16.680000000000064,58.676000000000045,50.930165265659866,-11.317814503480122,-33.63200000000006,406.55,77.33,0
14,2017-01-15,UNPROFITABLE,8.92999999999995,-1.509999999999991,36.12800000000016,38.8964988537216,-8.643666411938284,-19.1579999999999,311.49,92.81,0
15,2017-01-16,PROFITABLE,11.259999999999993,-3.0,19.33100000000013,23.863499062135816,-5.302999791585762,-7.067000000000007,594.63,52.07,0
16,2017-01-17,UNPROFITABLE,77.1400000000001,-2.619999999999891,-57.14400000000012,-42.99259167643447,9.553909261429794,-0.0650000000001682,208.39,42.8,0
17,2017-01-18,UNPROFITABLE,28.32000000000005,-30.879999999999995,-38.281999999999925,-17.732120462537296,3.9404712138971263,-2.4579999999998563,161.0,43.75,0
18,2017-01-19,UNPROFITABLE,14.730000000000018,-5.539999999999964,-51.10799999999995,-24.694462196621544,5.4876582659157975,-0.3759999999999763,282.06,133.88,0
19,2017-01-20,PROFITABLE,8.019999999999982,-4.3700000000000045,-48.33300000000008,-16.899105433599402,3.755356763022064,-1.2650000000002135,184.68,38.45,0
20,2017-01-21,UNPROFITABLE,26.25999999999999,-5.580000000000041,-60.68999999999994,-35.72108626385409,7.938019169745303,14.403000000000134,280.31,34.97,0
21,2017-01-22,UNPROFITABLE,27.110000000000014,-12.860000000000014,-51.5859999999999,-31.582706943153426,7.01837932070066,11.984000000000036,115.84,2.33,0
22,2017-01-23,UNPROFITABLE,4.269999999999982,-7.259999999999991,-38.22299999999996,-22.845851135307385,5.076855807846073,9.702999999999976,154.74,19.84,0
23,2017-01-24,UNPROFITABLE,0.4000000000000909,-31.459999999999923,-2.4750000000001364,4.4788490711121085,-0.9952997935804432,7.427999999999884,367.78,55.0,0
24,2017-01-25,UNPROFITABLE,9.849999999999907,-1.7100000000000364,-3.350999999999999,-3.576396214544616,0.7947547143431848,7.974000000000046,244.59,62.73,0
25,2017-01-26,UNPROFITABLE,15.370000000000005,-1.740000000000009,-10.795000000000186,-16.057960539172996,3.5684356753716884,8.60599999999988,454.76,206.32,0
26,2017-01-27,UNPROFITABLE,3.899999999999977,-3.4700000000000277,-11.774,-14.905604077505131,3.3123564616678323,1.1810000000001537,178.11,33.96,0
27,2017-01-28,UNPROFITABLE,1.7800000000000864,-2.3199999999999363,-10.117000000000075,-13.700948790686084,3.0446552868190797,3.4969999999999573,193.19,61.32,0
28,2017-01-29,UNPROFITABLE,0.3500000000000227,-3.919999999999959,-5.984000000000037,-9.499867192379496,2.111081598306555,2.0430000000000064,164.1,42.31,0
29,2017-01-30,PROFITABLE,0.9099999999999682,-2.669999999999959,-4.328999999999951,-8.49261861194691,1.8872485804325836,2.535000000000082,115.37,14.89,0
30,2017-01-31,UNPROFITABLE,49.43999999999994,-1.6200000000000043,-49.488000000000056,-47.87396068250212,10.638657929444776,4.860999999999876,160.35,52.6,0
31,2017-02-01,PROFITABLE,18.279999999999973,-0.0900000000000318,-61.673,-54.40414964932006,12.08981103318206,6.435000000000059,398.97,60.44,0
32,2017-02-02,UNPROFITABLE,28.579999999999927,-1.7200000000000273,-75.37399999999991,-63.15066789489822,14.033481754421814,9.079000000000065,361.25,162.33,0
33,2017-02-03,UNPROFITABLE,21.12000000000012,-3.959999999999809,-79.76199999999994,-66.48600100491694,14.774666889981404,13.722000000000094,171.25,49.35,0
34,2017-02-04,UNPROFITABLE,27.740000000000123,-3.0,-78.6160000000001,-65.02581900402299,14.45018200089396,14.135999999999854,117.9,6.77,0
35,2017-02-05,UNPROFITABLE,4.969999999999914,-16.29000000000019,-52.080999999999904,-40.47203373056425,8.99378527345857,10.975000000000025,147.14,41.59,0
36,2017-02-06,PROFITABLE,9.990000000000007,-6.490000000000009,-51.05100000000016,-41.9580275977346,9.324006132829822,11.839999999999918,161.65,18.78,0
37,2017-02-07,UNPROFITABLE,21.20999999999981,-0.5800000000001546,-60.27499999999986,-53.3111134890554,11.846914108679016,13.976000000000113,266.03,84.6,0
38,2017-02-08,UNPROFITABLE,25.579999999999927,-15.900000000000093,-47.63799999999992,-45.02545649104548,10.005656998009954,14.356999999999973,228.06,34.81,0
39,2017-02-09,UNPROFITABLE,41.03999999999997,-94.61,28.452,19.36189923459904,-4.30264427435543,7.399999999999977,192.84,17.07,0
40,2017-02-10,UNPROFITABLE,41.97999999999991,-10.240000000000007,35.989000000000146,20.513372101035543,-4.55852713356353,1.827000000000112,201.61,42.22,0
41,2017-02-11,UNPROFITABLE,21.620000000000005,-4.839999999999918,21.751999999999956,3.8727589917562,-0.8606131092792566,1.542999999999893,298.75,14.79,0
42,2017-02-12,UNPROFITABLE,2.259999999999991,-5.580000000000041,25.760000000000105,7.480439175073229,-1.6623198166830662,-1.2619999999999436,54.13,21.59,0
43,2017-02-13,UNPROFITABLE,14.639999999999986,-11.460000000000036,30.372999999999934,13.10763205233252,-2.912807122740673,-3.927000000000135,123.93,17.86,0
44,2017-02-14,UNPROFITABLE,18.079999999999927,-6.960000000000036,12.627999999999927,-0.6564828662734499,0.1458850813939989,-3.835000000000037,169.69,142.25,0
45,2017-02-15,UNPROFITABLE,5.899999999999977,-1.3600000000000136,7.711999999999989,-2.9343950724055503,0.6520877938679632,-1.9859999999998763,527.61,29.35,0
46,2017-02-16,UNPROFITABLE,19.79000000000008,-5.929999999999836,-13.319000000000187,-18.731777786513703,4.162617285891884,-1.07100000000014,201.45,22.15,0
47,2017-02-17,UNPROFITABLE,20.569999999999936,-6.960000000000036,-33.603000000000065,-30.68327273442037,6.818505052093315,-1.5139999999998963,256.88,5.45,0
48,2017-02-18,UNPROFITABLE,7.460000000000036,-6.679999999999836,-42.67800000000011,-31.821768600889413,7.071504133530993,-0.8650000000000091,326.5,105.84,0
49,2017-02-19,PROFITABLE,4.409999999999855,-8.940000000000055,-30.778999999999883,-20.676901582545725,4.594867018343507,5.349000000000046,141.26,74.66,0
50,2017-02-20,PROFITABLE,38.28999999999997,-0.5099999999999909,-53.75799999999981,-43.18928311299214,9.597618469553709,9.1310000000002,218.35,53.12,0
51,2017-02-21,UNPROFITABLE,38.36999999999989,-1.9500000000000453,-77.99299999999994,-64.2348680015391,14.27441511145298,11.084999999999807,152.7,49.56,0
52,2017-02-22,PROFITABLE,16.8900000000001,-7.950000000000045,-68.30700000000002,-54.306710183077485,12.068157818461714,11.826000000000022,422.93,81.44,0
53,2017-02-23,UNPROFITABLE,49.75999999999999,-9.899999999999864,-99.97900000000004,-84.75276287706333,18.833947306014124,17.607999999999947,216.42,142.84,0
54,2017-02-24,UNPROFITABLE,41.72000000000003,-26.71000000000004,-90.02600000000007,-75.03771508123373,16.67504779582964,16.91300000000001,180.3,53.71,0
55,2017-02-25,UNPROFITABLE,19.25,-31.00999999999999,-46.54999999999996,-36.97994870282764,8.21776637840594,13.635999999999967,163.85,55.36,0
56,2017-02-26,UNPROFITABLE,35.0,-2.269999999999982,-54.134000000000015,-47.73268530231371,10.607263400514055,13.776000000000067,193.61,41.31,0
57,2017-02-27,UNPROFITABLE,16.589999999999918,-2.009999999999991,-55.52800000000002,-51.13856070189309,11.36412460042061,13.375999999999976,486.84,212.83,0
58,2017-02-28,PROFITABLE,8.150000000000091,-13.279999999999973,-42.97300000000018,-41.84064057427622,9.297920127616862,12.554999999999836,257.9,119.3,0
59,2017-03-01,PROFITABLE,42.809999999999945,0.0,-68.04000000000019,-69.03052410622604,15.340116468050155,17.462999999999965,259.03,104.35,0
60,2017-03-02,UNPROFITABLE,35.3900000000001,-11.120000000000118,-79.44700000000012,-79.80588335963967,17.734640746586365,17.103000000000065,260.71,86.98,0
61,2017-03-03,UNPROFITABLE,24.279999999999973,-5.319999999999936,-87.45800000000008,-84.91572274879627,18.870160610843413,15.969000000000053,687.61,207.65,0
62,2017-03-04,UNPROFITABLE,24.6400000000001,-24.25,-53.84699999999998,-53.24377315810625,11.8319495906901,13.771000000000186,305.49,58.94,0
63,2017-03-05,UNPROFITABLE,29.059999999999945,-0.1700000000000727,-55.776999999999816,-53.356723492996025,11.857049665110026,10.039999999999964,353.22,109.55,0
64,2017-03-06,UNPROFITABLE,8.230000000000018,-3.1700000000000728,-51.57199999999989,-48.32731922154221,10.73940427145385,9.914999999999964,310.59,88.72,0
65,2017-03-07,UNPROFITABLE,18.74000000000001,-52.00999999999999,5.688000000000102,0.7876479096471485,-0.1750328688106037,7.970000000000027,354.8,151.08,0
66,2017-03-08,PROFITABLE,1.9200000000000728,-82.16000000000008,77.70800000000008,60.81353010789303,-13.514117801754082,-1.5199999999999818,597.56,225.39,0
67,2017-03-09,UNPROFITABLE,47.25999999999999,-8.970000000000027,40.069999999999936,18.26470645191239,-4.058823655980632,0.8519999999998618,389.94,140.09,0
68,2017-03-10,PROFITABLE,39.47000000000003,-153.75,105.5150000000001,73.66475982429188,-16.369946627620493,-6.324999999999818,431.08,359.45,0
69,2017-03-11,PROFITABLE,59.50999999999999,-18.0,41.738000000000056,11.908439856238829,-2.646319968053149,-4.667000000000144,474.01,87.42,0
70,2017-03-12,UNPROFITABLE,46.02000000000021,-5.599999999999909,-6.775000000000091,-27.524912844895653,6.116647298865701,-2.962999999999965,554.47,292.05,0
71,2017-03-13,UNPROFITABLE,14.8900000000001,-5.449999999999818,-21.621999999999844,-31.14401960036912,6.920893244526496,-4.306999999999789,955.52,398.94,-1
72,2017-03-14,UNPROFITABLE,19.279999999999973,-4.809999999999945,-31.2170000000001,-32.0923796730292,7.131639927339847,-1.5150000000003274,710.24,187.24,1
73,2017-03-15,UNPROFITABLE,9.8599999999999,-2.0,-42.577999999999975,-34.120128823387404,7.582250849641696,-1.7509999999999764,372.11,204.71,-1
74,2017-03-16,UNPROFITABLE,35.36999999999989,-70.17000000000007,10.720000000000027,22.64716732631928,-5.032703850293274,-8.501999999999953,1534.93,580.99,-1
75,2017-03-17,UNPROFITABLE,0.6600000000000819,-79.93000000000006,85.96900000000005,90.18586417607936,-20.04130315023985,-12.330999999999904,394.91,226.78,1
76,2017-03-18,PROFITABLE,16.160000000000082,-140.2499999999999,194.76099999999985,177.2147979622467,-39.38106621383258,-17.618000000000166,278.24,236.26,-1
77,2017-03-19,UNPROFITABLE,60.00999999999999,-33.17000000000007,116.66599999999994,93.5139256054747,-20.78087235677208,-15.174999999999956,767.45,190.44,1
78,2017-03-20,PROFITABLE,17.549999999999955,-8.799999999999955,92.92699999999992,62.2013936772064,-13.82253192826829,-6.249000000000024,868.0799999999999,197.42,1
79,2017-03-21,UNPROFITABLE,65.18000000000006,-1.8900000000001,21.088000000000196,-3.3615869913767256,0.7470193314168228,-5.528999999999769,751.56,224.44,1
80,2017-03-22,UNPROFITABLE,34.930000000000064,-71.50999999999999,75.2639999999999,55.66779246160081,-12.370620547022328,-17.22400000000016,826.82,159.04,1
81,2017-03-23,UNPROFITABLE,9.659999999999854,-19.420000000000076,66.481,54.178193832218994,-12.039598629382,-19.333000000000084,1096.51,268.43,-1
82,2017-03-24,PROFITABLE,3.159999999999968,-102.95000000000005,137.30299999999988,127.02124949908809,-28.22694433313086,-30.248000000000047,919.33,206.62,-1
83,2017-03-25,UNPROFITABLE,69.06999999999994,-2.980000000000018,74.3599999999999,75.0773859537992,-16.683863545288887,-27.682999999999996,738.41,287.29,-1
84,2017-03-26,PROFITABLE,12.529999999999973,-41.24000000000001,58.31100000000015,66.38513396219923,-14.752251991599906,-22.108999999999696,562.8,220.34,1
85,2017-03-27,UNPROFITABLE,73.78999999999996,-0.6300000000001091,-26.185000000000173,-10.362163121837057,2.302702915963664,-5.446000000000367,446.97,272.61,-1
86,2017-03-28,UNPROFITABLE,19.420000000000076,-17.5,-20.23199999999997,-9.607224372412247,2.1349387494249186,7.333000000000311,974.26,423.25,1
87,2017-03-29,UNPROFITABLE,24.090000000000032,-15.160000000000082,-12.729000000000042,-1.9859108501555056,0.4413135222566779,0.3229999999998654,484.19,250.07,-1
88,2017-03-30,PROFITABLE,6.3900000000001,-22.8599999999999,-1.969000000000051,9.453345668054451,-2.100743481790005,-2.7799999999999727,1105.27,339.92,1
89,2017-03-31,UNPROFITABLE,45.14999999999986,-3.130000000000109,-52.20399999999995,-29.378171726137225,6.528482605808222,-4.875,1033.41,214.67,-1
90,2017-04-01,PROFITABLE,19.41000000000008,-11.220000000000027,-57.77799999999991,-31.163049594112408,6.925122132024853,3.136000000000081,428.53,152.35,1
91,2017-04-02,PROFITABLE,26.720000000000027,-5.419999999999845,-73.09000000000015,-43.22704057700116,9.60600901711132,6.357999999999834,572.23,279.65,-1
92,2017-04-03,UNPROFITABLE,40.8599999999999,-7.930000000000064,-94.10099999999989,-69.43666956300103,15.430371014000002,20.629000000000133,1146.71,328.71,1
93,2017-04-04,UNPROFITABLE,12.730000000000018,-23.19000000000005,-67.49399999999991,-48.17182055154649,10.704849011454598,16.047000000000025,1057.97,177.47,1
94,2017-04-05,PROFITABLE,11.149999999999864,-10.309999999999944,-43.21800000000008,-32.48330772399254,7.218512827553923,15.805999999999813,782.0699999999999,157.82999999999998,1
95,2017-04-06,UNPROFITABLE,56.87000000000012,-5.689999999999827,-87.42700000000013,-73.94997904690308,16.43332867708955,13.691000000000033,984.57,375.39,1
96,2017-04-07,UNPROFITABLE,13.509999999999993,-9.679999999999836,-68.67200000000025,-55.77543740201168,12.394541644891431,12.974999999999907,364.35,202.76,1
97,2017-04-08,UNPROFITABLE,13.370000000000118,-9.029999999999973,-54.12400000000002,-44.85717605619152,9.96826134582011,13.598000000000184,330.85,311.59,1
98,2017-04-09,UNPROFITABLE,16.00999999999999,-9.340000000000146,-49.89999999999986,-46.454053136883886,10.32312291930748,16.144000000000005,451.34,81.38,0
99,2017-04-10,UNPROFITABLE,8.090000000000146,-3.209999999999809,-37.62600000000021,-37.402407111996126,8.311646024887978,11.533999999999878,435.95,105.65,1
100,2017-04-11,UNPROFITABLE,17.549999999999955,-3.059999999999945,-43.05499999999984,-45.23106036436048,10.051346747635534,12.45100000000025,804.83,158.86,1
101,2017-04-12,UNPROFITABLE,3.6099999999999,-6.770000000000209,-28.5949999999998,-33.21086757084049,7.380192793519882,9.819999999999936,853.54,323.18,1
102,2017-04-13,UNPROFITABLE,12.839999999999918,-36.61000000000013,5.041999999999916,-1.7352552852332792,0.3856122856072943,2.546999999999798,870.0600000000001,208.95,1
103,2017-04-14,UNPROFITABLE,7.75,-23.25999999999999,10.211000000000013,0.0038820393544938,-0.000862675412236,3.4290000000000878,688.64,343.39,-1
104,2017-04-15,UNPROFITABLE,7.559999999999945,-15.480000000000018,10.00500000000011,-4.071369240528156,0.904748720117368,4.774000000000115,737.27,206.74,1
105,2017-04-16,UNPROFITABLE,10.330000000000156,-4.279999999999973,-0.3890000000001237,-11.856574833159584,2.634794407368645,0.0259999999998399,1094.33,383.79,1
106,2017-04-17,UNPROFITABLE,21.25999999999999,-0.9900000000000092,-9.65800000000013,-18.676288499857947,4.150286333301665,1.7010000000000218,806.81,141.76,1
107,2017-04-18,UNPROFITABLE,17.90000000000009,-5.899999999999864,-23.846000000000004,-29.811508772611205,6.624779727246732,3.5720000000001164,899.0699999999999,360.38,-1
108,2017-04-19,UNPROFITABLE,5.210000000000036,-5.220000000000027,-20.223999999999933,-23.26214354122726,5.169365231383836,2.241999999999962,1272.88,396.83,1
109,2017-04-20,UNPROFITABLE,20.669999999999845,-11.710000000000036,-34.81899999999996,-34.40629926100428,7.645844280222946,4.194999999999936,965.71,269.11,-1
110,2017-04-21,UNPROFITABLE,6.490000000000009,-13.8900000000001,-26.08500000000004,-22.39879030445809,4.977508956546217,1.7039999999999509,976.34,191.03,1
111,2017-04-22,UNPROFITABLE,23.24000000000001,-3.849999999999909,-32.611000000000104,-26.229919340011293,5.828870964446878,3.1340000000000146,603.88,111.8,-1
112,2017-04-23,PROFITABLE,3.269999999999982,-24.99000000000001,-4.317999999999984,-1.415388550918351,0.3145307890929416,3.79300000000012,729.05,216.09,1
113,2017-04-24,UNPROFITABLE,40.51999999999998,-0.7899999999999636,-38.9970000000003,-36.29077245075155,8.064616100166859,8.26099999999974,743.73,248.82,1
114,2017-04-25,UNPROFITABLE,15.519999999999982,-2.089999999999918,-45.03999999999997,-42.24335927788775,9.387413172863717,9.297000000000253,610.87,296.49,1
115,2017-04-26,PROFITABLE,15.149999999999864,-13.75,-50.81600000000003,-47.31820304554458,10.515156232343088,9.81399999999985,538.0,277.92,1
116,2017-04-27,UNPROFITABLE,36.430000000000064,-1.9700000000000275,-75.08399999999983,-68.70125703726399,15.266946008280684,12.38200000000029,716.3199999999999,167.53,-1
117,2017-04-28,UNPROFITABLE,24.110000000000127,-14.799999999999956,-63.35300000000007,-55.18739212139781,12.26386491586618,10.480999999999767,489.47,154.6,-1
118,2017-04-29,UNPROFITABLE,6.579999999999927,-5.410000000000082,-57.51299999999992,-49.49786628114384,10.99952584025391,11.150000000000093,1127.35,269.35,1
119,2017-04-30,PROFITABLE,32.97000000000003,-0.0199999999999818,-71.7320000000002,-61.852799684572574,13.745066596571403,11.880999999999858,1276.84,434.1,-1
120,2017-05-01,PROFITABLE,73.29999999999995,-12.720000000000027,-125.48699999999984,-110.91501792374106,24.64778176083132,19.955000000000155,1383.82,574.56,-1
